sequenceID,min.log.lambda,max.log.lambda,labels,errors
102_chr4,-4.063302632,-4.012624598,1,1
102_chr4,-4.012624598,-3.319303638,1,0
102_chr4,-3.319303638,-3.273390211,1,0
102_chr4,-3.273390211,Inf,1,0
103_chr1,#NAME?,-2.687474993,2,0
103_chr1,-2.687474993,-2.658205752,2,0
103_chr1,-2.658205752,-2.574829074,2,0
103_chr1,-2.574829074,-2.3962454,2,0
103_chr1,-2.3962454,-2.340005191,2,0
103_chr1,-2.340005191,-2.262633592,2,0
103_chr1,-2.262633592,-2.204406187,2,0
103_chr1,-2.204406187,-2.170675629,2,0
103_chr1,-2.170675629,-2.121229179,2,0
103_chr1,-2.121229179,-1.763998683,2,0
103_chr1,-1.763998683,-1.334017464,2,0
103_chr1,-1.334017464,2.252889791,2,0
103_chr1,2.252889791,4.570874407,2,1
103_chr1,4.570874407,Inf,2,2
103_chr11,#NAME?,-4.382223709,1,1
103_chr11,-4.382223709,-4.214095815,1,1
103_chr11,-4.214095815,-4.12324254,1,1
103_chr11,-4.12324254,-4.112348676,1,1
103_chr11,-4.112348676,-4.040056426,1,1
103_chr11,-4.040056426,-4.020780688,1,1
103_chr11,-4.020780688,-3.96705828,1,1
103_chr11,-3.96705828,-3.841316127,1,1
103_chr11,-3.841316127,-3.582855193,1,1
103_chr11,-3.582855193,-2.901463868,1,1
103_chr11,-2.901463868,-2.620437463,1,1
103_chr11,-2.620437463,-1.48726828,1,1
103_chr11,-1.48726828,Inf,1,0
103_chr17,#NAME?,-3.915239838,1,0
103_chr17,-3.915239838,-3.687761723,1,0
103_chr17,-3.687761723,-3.675715007,1,0
103_chr17,-3.675715007,-3.560034994,1,0
103_chr17,-3.560034994,-3.420853493,1,0
103_chr17,-3.420853493,-3.410319479,1,0
103_chr17,-3.410319479,-3.348260356,1,0
103_chr17,-3.348260356,-3.321838964,1,0
103_chr17,-3.321838964,-3.319340276,1,0
103_chr17,-3.319340276,-3.150708497,1,0
103_chr17,-3.150708497,-2.78549204,1,0
103_chr17,-2.78549204,-2.106300614,1,0
103_chr17,-2.106300614,-1.76452872,1,0
103_chr17,-1.76452872,-1.443004744,1,0
103_chr17,-1.443004744,1.95162954,1,0
103_chr17,1.95162954,Inf,1,1
103_chr2,#NAME?,-4.224607528,1,0
103_chr2,-4.224607528,-4.198163716,1,0
103_chr2,-4.198163716,-3.837157308,1,0
103_chr2,-3.837157308,-3.588882916,1,0
103_chr2,-3.588882916,-3.451539077,1,0
103_chr2,-3.451539077,-3.048732804,1,0
103_chr2,-3.048732804,-2.860211271,1,0
103_chr2,-2.860211271,-2.641637362,1,0
103_chr2,-2.641637362,-2.202557137,1,0
103_chr2,-2.202557137,-1.972735037,1,0
103_chr2,-1.972735037,-0.625180506,1,0
103_chr2,-0.625180506,0.155883931,1,0
103_chr2,0.155883931,3.882075381,1,0
103_chr2,3.882075381,Inf,1,1
103_chr22,#NAME?,-4.333313838,1,1
103_chr22,-4.333313838,-4.106536627,1,1
103_chr22,-4.106536627,-4.084820706,1,1
103_chr22,-4.084820706,-3.882129592,1,1
103_chr22,-3.882129592,-3.547744593,1,1
103_chr22,-3.547744593,-3.465853347,1,1
103_chr22,-3.465853347,-3.128611504,1,1
103_chr22,-3.128611504,-2.910463553,1,1
103_chr22,-2.910463553,-2.749327707,1,1
103_chr22,-2.749327707,-2.47622336,1,1
103_chr22,-2.47622336,0.608747497,1,1
103_chr22,0.608747497,Inf,1,0
103_chr3,#NAME?,-4.517197403,1,1
103_chr3,-4.517197403,-4.425306134,1,1
103_chr3,-4.425306134,-4.420525452,1,1
103_chr3,-4.420525452,-4.365529505,1,1
103_chr3,-4.365529505,-4.225501799,1,1
103_chr3,-4.225501799,-3.982729174,1,1
103_chr3,-3.982729174,-3.706667899,1,1
103_chr3,-3.706667899,-3.654943023,1,1
103_chr3,-3.654943023,-3.637590819,1,1
103_chr3,-3.637590819,-3.415115735,1,1
103_chr3,-3.415115735,-2.89588781,1,1
103_chr3,-2.89588781,Inf,1,0
103_chr4,#NAME?,-4.623251016,1,1
103_chr4,-4.623251016,-4.572441851,1,1
103_chr4,-4.572441851,-4.489594043,1,1
103_chr4,-4.489594043,-4.25354306,1,1
103_chr4,-4.25354306,-4.011045349,1,1
103_chr4,-4.011045349,-3.720703406,1,1
103_chr4,-3.720703406,-3.690275411,1,1
103_chr4,-3.690275411,-3.68475898,1,1
103_chr4,-3.68475898,-3.555649272,1,1
103_chr4,-3.555649272,-2.583988256,1,1
103_chr4,-2.583988256,Inf,1,0
103_chrX,#NAME?,-4.939746708,1,1
103_chrX,-4.939746708,-4.79922114,1,1
103_chrX,-4.79922114,-4.770610497,1,1
103_chrX,-4.770610497,-4.664306984,1,1
103_chrX,-4.664306984,-4.539018068,1,1
103_chrX,-4.539018068,-4.407511758,1,1
103_chrX,-4.407511758,-3.950265307,1,1
103_chrX,-3.950265307,-2.974865941,1,1
103_chrX,-2.974865941,0.229141699,1,1
103_chrX,0.229141699,Inf,1,0
104_chr1,#NAME?,-1.788952636,1,0
104_chr1,-1.788952636,-1.684515503,1,0
104_chr1,-1.684515503,-1.588313026,1,0
104_chr1,-1.588313026,-1.518906323,1,0
104_chr1,-1.518906323,-1.298187644,1,0
104_chr1,-1.298187644,-1.257197371,1,0
104_chr1,-1.257197371,-1.103544742,1,0
104_chr1,-1.103544742,-1.046193283,1,0
104_chr1,-1.046193283,-0.579812783,1,0
104_chr1,-0.579812783,-0.372862732,1,0
104_chr1,-0.372862732,-0.222714533,1,0
104_chr1,-0.222714533,3.08952458,1,0
104_chr1,3.08952458,Inf,1,1
104_chr11,#NAME?,-2.806492987,1,1
104_chr11,-2.806492987,-2.628356953,1,1
104_chr11,-2.628356953,-2.559081511,1,1
104_chr11,-2.559081511,-2.455984709,1,1
104_chr11,-2.455984709,-2.425258504,1,1
104_chr11,-2.425258504,-2.388454422,1,1
104_chr11,-2.388454422,-2.287873096,1,1
104_chr11,-2.287873096,-1.842099904,1,1
104_chr11,-1.842099904,-1.807420837,1,1
104_chr11,-1.807420837,-1.574177718,1,1
104_chr11,-1.574177718,-1.378482858,1,1
104_chr11,-1.378482858,Inf,1,0
104_chr17,#NAME?,-2.269744786,1,0
104_chr17,-2.269744786,-2.222519975,1,0
104_chr17,-2.222519975,-2.133965573,1,0
104_chr17,-2.133965573,-1.975789675,1,0
104_chr17,-1.975789675,-1.776351477,1,0
104_chr17,-1.776351477,-1.438442323,1,0
104_chr17,-1.438442323,-1.357734028,1,0
104_chr17,-1.357734028,-1.221025621,1,0
104_chr17,-1.221025621,-0.663563543,1,0
104_chr17,-0.663563543,-0.429931833,1,0
104_chr17,-0.429931833,-0.411698492,1,0
104_chr17,-0.411698492,-0.270295017,1,0
104_chr17,-0.270295017,0.546623824,1,0
104_chr17,0.546623824,2.364707728,1,0
104_chr17,2.364707728,Inf,1,1
104_chr2,#NAME?,-2.026151001,1,0
104_chr2,-2.026151001,-2.016113789,1,0
104_chr2,-2.016113789,-1.999273665,1,0
104_chr2,-1.999273665,-1.945695457,1,0
104_chr2,-1.945695457,-1.8934356,1,0
104_chr2,-1.8934356,-1.709786505,1,0
104_chr2,-1.709786505,-1.538573984,1,0
104_chr2,-1.538573984,-1.480346271,1,0
104_chr2,-1.480346271,-1.469966106,1,0
104_chr2,-1.469966106,-1.163350929,1,0
104_chr2,-1.163350929,-0.50745363,1,0
104_chr2,-0.50745363,3.824040468,1,0
104_chr2,3.824040468,Inf,1,1
104_chr3,#NAME?,-2.475111562,1,1
104_chr3,-2.475111562,-2.434845397,1,1
104_chr3,-2.434845397,-2.278683836,1,1
104_chr3,-2.278683836,-2.263032556,1,1
104_chr3,-2.263032556,-2.00466835,1,1
104_chr3,-2.00466835,-1.946197654,1,1
104_chr3,-1.946197654,-1.750005565,1,1
104_chr3,-1.750005565,-1.492300111,1,1
104_chr3,-1.492300111,-1.427808299,1,1
104_chr3,-1.427808299,-1.414334806,1,1
104_chr3,-1.414334806,Inf,1,0
104_chr4,#NAME?,-2.847608693,1,1
104_chr4,-2.847608693,-2.795162689,1,1
104_chr4,-2.795162689,-2.496172939,1,1
104_chr4,-2.496172939,-2.488328733,1,1
104_chr4,-2.488328733,-2.3686059,1,1
104_chr4,-2.3686059,-2.227104312,1,1
104_chr4,-2.227104312,-2.184953256,1,1
104_chr4,-2.184953256,-2.036181992,1,1
104_chr4,-2.036181992,-1.702075141,1,1
104_chr4,-1.702075141,-1.688084204,1,1
104_chr4,-1.688084204,-1.402925807,1,1
104_chr4,-1.402925807,-1.035434376,1,0
104_chr4,-1.035434376,Inf,1,0
105_chr1,#NAME?,-3.792662444,1,1
105_chr1,-3.792662444,-3.72257402,1,1
105_chr1,-3.72257402,-3.693562402,1,1
105_chr1,-3.693562402,-3.677758026,1,1
105_chr1,-3.677758026,-3.613472828,1,1
105_chr1,-3.613472828,-3.46649341,1,1
105_chr1,-3.46649341,-3.429321323,1,1
105_chr1,-3.429321323,-3.363823506,1,1
105_chr1,-3.363823506,-3.321077113,1,1
105_chr1,-3.321077113,-3.1070439,1,1
105_chr1,-3.1070439,-2.45069953,1,1
105_chr1,-2.45069953,Inf,1,0
105_chr11,#NAME?,-4.318014121,1,1
105_chr11,-4.318014121,-4.315524219,1,1
105_chr11,-4.315524219,-4.314188668,1,1
105_chr11,-4.314188668,-4.226188131,1,1
105_chr11,-4.226188131,-4.220710829,1,1
105_chr11,-4.220710829,-4.141345463,1,1
105_chr11,-4.141345463,-4.10489408,1,1
105_chr11,-4.10489408,-3.735860157,1,1
105_chr11,-3.735860157,-3.558099791,1,1
105_chr11,-3.558099791,-3.475345317,1,1
105_chr11,-3.475345317,-3.467775135,1,0
105_chr11,-3.467775135,Inf,1,0
105_chr17,#NAME?,-4.391112228,1,1
105_chr17,-4.391112228,-4.248919443,1,1
105_chr17,-4.248919443,-4.198060588,1,1
105_chr17,-4.198060588,-4.188856111,1,1
105_chr17,-4.188856111,-4.179246557,1,1
105_chr17,-4.179246557,-3.981838193,1,1
105_chr17,-3.981838193,-3.905491402,1,1
105_chr17,-3.905491402,-3.867211856,1,1
105_chr17,-3.867211856,-3.404556788,1,1
105_chr17,-3.404556788,-3.269691697,1,1
105_chr17,-3.269691697,-2.989606531,1,1
105_chr17,-2.989606531,Inf,1,0
105_chr2,#NAME?,-4.180771659,1,1
105_chr2,-4.180771659,-4.096713059,1,1
105_chr2,-4.096713059,-4.027866405,1,1
105_chr2,-4.027866405,-3.649122613,1,1
105_chr2,-3.649122613,-3.648138099,1,1
105_chr2,-3.648138099,-3.398964726,1,1
105_chr2,-3.398964726,-2.831142215,1,1
105_chr2,-2.831142215,-2.404577146,1,1
105_chr2,-2.404577146,Inf,1,0
105_chr3,#NAME?,-4.349547785,1,1
105_chr3,-4.349547785,-4.322427549,1,1
105_chr3,-4.322427549,-4.304471995,1,1
105_chr3,-4.304471995,-4.141537591,1,1
105_chr3,-4.141537591,-4.105338051,1,1
105_chr3,-4.105338051,-4.005304387,1,1
105_chr3,-4.005304387,-3.958974857,1,1
105_chr3,-3.958974857,-3.935534753,1,1
105_chr3,-3.935534753,-3.920922318,1,1
105_chr3,-3.920922318,-3.916707013,1,1
105_chr3,-3.916707013,-3.885900215,1,1
105_chr3,-3.885900215,-3.559461661,1,1
105_chr3,-3.559461661,-3.458672756,1,0
105_chr3,-3.458672756,Inf,1,0
105_chr4,#NAME?,-4.264243599,1,1
105_chr4,-4.264243599,-4.024632478,1,1
105_chr4,-4.024632478,-4.004569602,1,1
105_chr4,-4.004569602,-4.002905502,1,0
105_chr4,-4.002905502,-3.89099006,1,0
105_chr4,-3.89099006,-3.83748185,1,0
105_chr4,-3.83748185,-3.683589061,1,0
105_chr4,-3.683589061,-3.647353707,1,0
105_chr4,-3.647353707,-3.641933207,1,0
105_chr4,-3.641933207,-3.520674066,1,0
105_chr4,-3.520674066,Inf,1,0
106_chr1,#NAME?,-3.851468181,1,1
106_chr1,-3.851468181,-3.820942019,1,1
106_chr1,-3.820942019,-3.790096531,1,1
106_chr1,-3.790096531,-3.636743233,1,1
106_chr1,-3.636743233,-3.338083419,1,1
106_chr1,-3.338083419,-3.221070262,1,1
106_chr1,-3.221070262,-3.162943525,1,1
106_chr1,-3.162943525,-2.983284838,1,1
106_chr1,-2.983284838,-1.529125655,1,1
106_chr1,-1.529125655,-0.537978433,1,0
106_chr1,-0.537978433,Inf,1,0
106_chr11,#NAME?,-2.835503346,3,3
106_chr11,-2.835503346,-2.831556731,3,3
106_chr11,-2.831556731,-2.670043648,3,3
106_chr11,-2.670043648,-2.661165865,3,3
106_chr11,-2.661165865,-2.640576859,3,3
106_chr11,-2.640576859,-2.571798543,3,3
106_chr11,-2.571798543,-2.301646311,3,3
106_chr11,-2.301646311,-2.181288238,3,3
106_chr11,-2.181288238,-2.173259664,3,3
106_chr11,-2.173259664,-2.113995314,3,3
106_chr11,-2.113995314,-2.05367045,3,3
106_chr11,-2.05367045,-1.072612551,3,2
106_chr11,-1.072612551,-0.629464563,3,1
106_chr11,-0.629464563,2.984423361,3,0
106_chr11,2.984423361,Inf,3,1
106_chr14,#NAME?,-4.101257413,1,1
106_chr14,-4.101257413,-3.977892939,1,1
106_chr14,-3.977892939,-3.968237295,1,1
106_chr14,-3.968237295,-3.86263778,1,1
106_chr14,-3.86263778,-3.847406464,1,1
106_chr14,-3.847406464,-3.817895382,1,1
106_chr14,-3.817895382,-3.616249023,1,1
106_chr14,-3.616249023,-3.310283109,1,1
106_chr14,-3.310283109,-3.281889318,1,1
106_chr14,-3.281889318,-3.187963094,1,1
106_chr14,-3.187963094,-2.796137066,1,1
106_chr14,-2.796137066,-0.863832378,1,1
106_chr14,-0.863832378,Inf,1,0
106_chr16,#NAME?,-5.293417922,1,1
106_chr16,-5.293417922,-5.28071442,1,1
106_chr16,-5.28071442,-5.151415102,1,1
106_chr16,-5.151415102,-5.130920354,1,1
106_chr16,-5.130920354,-5.100356494,1,1
106_chr16,-5.100356494,-5.062919522,1,1
106_chr16,-5.062919522,-4.993178553,1,1
106_chr16,-4.993178553,-4.981452776,1,1
106_chr16,-4.981452776,-4.681131477,1,1
106_chr16,-4.681131477,-4.498647153,1,1
106_chr16,-4.498647153,-4.004826464,1,1
106_chr16,-4.004826464,-3.715494581,1,1
106_chr16,-3.715494581,-3.330514785,1,1
106_chr16,-3.330514785,-1.082422755,1,1
106_chr16,-1.082422755,Inf,1,0
106_chr17,#NAME?,-3.02199925,3,2
106_chr17,-3.02199925,-2.948066551,3,2
106_chr17,-2.948066551,-2.807592951,3,2
106_chr17,-2.807592951,-2.698563549,3,2
106_chr17,-2.698563549,-2.448094991,3,2
106_chr17,-2.448094991,-2.376748092,3,2
106_chr17,-2.376748092,-2.282711936,3,1
106_chr17,-2.282711936,-2.156879879,3,1
106_chr17,-2.156879879,-1.984005107,3,1
106_chr17,-1.984005107,-1.641634893,3,1
106_chr17,-1.641634893,-1.525807026,3,1
106_chr17,-1.525807026,-1.156036708,3,1
106_chr17,-1.156036708,-0.991600594,3,0
106_chr17,-0.991600594,2.839004109,3,0
106_chr17,2.839004109,Inf,3,1
106_chr3,#NAME?,-3.962214765,1,1
106_chr3,-3.962214765,-3.947921061,1,1
106_chr3,-3.947921061,-3.859236868,1,1
106_chr3,-3.859236868,-3.85781197,1,1
106_chr3,-3.85781197,-3.482617006,1,1
106_chr3,-3.482617006,-3.078171945,1,1
106_chr3,-3.078171945,-2.872459009,1,1
106_chr3,-2.872459009,-2.111934122,1,1
106_chr3,-2.111934122,-1.820430586,1,0
106_chr3,-1.820430586,-0.853657135,1,0
106_chr3,-0.853657135,Inf,1,0
106_chr4,#NAME?,-4.113255466,1,1
106_chr4,-4.113255466,-3.985884854,1,1
106_chr4,-3.985884854,-3.942090603,1,1
106_chr4,-3.942090603,-3.728200851,1,1
106_chr4,-3.728200851,-3.665147645,1,1
106_chr4,-3.665147645,-3.624776717,1,1
106_chr4,-3.624776717,-3.580121031,1,1
106_chr4,-3.580121031,-3.484106041,1,1
106_chr4,-3.484106041,-3.462757084,1,1
106_chr4,-3.462757084,-3.303443735,1,1
106_chr4,-3.303443735,-2.995682084,1,1
106_chr4,-2.995682084,-1.030066343,1,0
106_chr4,-1.030066343,Inf,1,0
106_chr5,#NAME?,-4.300443625,3,3
106_chr5,-4.300443625,-4.128318062,3,3
106_chr5,-4.128318062,-3.877543996,3,3
106_chr5,-3.877543996,-3.871474747,3,3
106_chr5,-3.871474747,-3.780916425,3,3
106_chr5,-3.780916425,-3.723153438,3,3
106_chr5,-3.723153438,-3.459781833,3,3
106_chr5,-3.459781833,-3.035513144,3,2
106_chr5,-3.035513144,-2.667657665,3,2
106_chr5,-2.667657665,-2.119455297,3,2
106_chr5,-2.119455297,-1.358295679,3,2
106_chr5,-1.358295679,-0.322333046,3,1
106_chr5,-0.322333046,Inf,3,1
106_chr6,#NAME?,-3.829186512,3,3
106_chr6,-3.829186512,-3.744474081,3,3
106_chr6,-3.744474081,-3.568190969,3,3
106_chr6,-3.568190969,-3.53712975,3,2
106_chr6,-3.53712975,-3.419076905,3,2
106_chr6,-3.419076905,-3.21499764,3,2
106_chr6,-3.21499764,-3.150626491,3,2
106_chr6,-3.150626491,-3.094516149,3,2
106_chr6,-3.094516149,-2.939052415,3,1
106_chr6,-2.939052415,0.47856422,3,0
106_chr6,0.47856422,Inf,3,1
106_chr8,#NAME?,-4.202694147,1,1
106_chr8,-4.202694147,-4.161229465,1,1
106_chr8,-4.161229465,-3.980271219,1,1
106_chr8,-3.980271219,-3.714804626,1,1
106_chr8,-3.714804626,-3.690440129,1,1
106_chr8,-3.690440129,-3.673858783,1,1
106_chr8,-3.673858783,-3.487562178,1,1
106_chr8,-3.487562178,-3.382586557,1,1
